Date,Product_ID,Region,Supplier,Historical_Sales,Customer_Orders,Promotion,Seasonal_Factor,Inventory_Level,Production_Capacity,Production_Cost_Per_Unit,Selling_Price_Per_Unit,Available_Budget,Supplier_Lead_Time_Days,Supplier_Reliability,Delivery_Delay_Days,Machine_Utilization_Percent,Workforce_Availability_Percent,Market_Volatility,Predicted_Demand,Risk_Score,Risk_Level,Optimal_Production_Quantity,Expected_Revenue,Expected_Cost,Expected_Profit
2024-10-03,P005,North,Supplier_B,885.0,883,0,1.25,753.0,619,518.09,815.95,698634.33,9,0.9,1.0,55.01,74.64,8.38,893,34.45,Low,619,505073.05,320697.71,184375.34
2024-10-04,P003,South,Supplier_C,592.0,611,0,1.25,466.0,1160,412.1,541.83,525168.69,18,0.75,0.0,59.57,60.06,8.72,592,24.97,Low,592,320763.36,243963.2,76800.16
2024-10-05,P003,East,Supplier_A,608.0,623,0,1.25,547.0,1246,517.12,799.37,850133.57,11,0.82,3.0,70.01,83.18,8.2,550,26.92,Low,550,439653.5,284416.0,155237.5
2024-10-06,P003,North,Supplier_A,672.0,672,0,1.25,745.0,1140,523.11,744.6,297396.06,14,0.71,11.0,57.13,92.63,8.99,654,47.11,Medium,568,422932.8,297126.48,125806.32
2024-10-07,P002,East,Supplier_A,1106.0,1116,0,1.25,695.0,1159,521.48,701.83,772118.4,8,0.71,6.0,60.34,61.46,4.01,1112,32.44,Low,1112,780434.96,579885.76,200549.2
2024-10-08,P005,South,Supplier_B,945.0,958,1,1.25,225.0,1076,538.57,807.08,389901.28,10,0.9,4.0,64.27,60.14,5.57,1042,18.39,Low,384,309918.72,206810.88,103107.84
2024-10-09,P001,South,Supplier_B,976.0,1014,0,1.25,1014.0,868,440.18,581.65,460618.17,5,0.97,3.0,72.18,89.11,8.02,941,23.88,Low,868,504872.2,382076.24,122795.96
2024-10-10,P004,West,Supplier_B,783.0,848,1,1.25,1065.0,602,478.18,742.5,587629.32,10,0.85,6.0,83.59,87.35,3.38,877,25.33,Low,602,446985.0,287864.36,159120.64
2024-10-11,P001,North,Supplier_A,881.0,939,0,1.25,858.0,1369,501.97,637.02,758725.76,12,0.82,9.0,60.31,76.23,4.34,880,25.61,Low,880,560577.6,441733.6,118844.0
2024-10-12,P005,South,Supplier_B,1076.0,1094,1,1.25,635.0,615,395.89,646.75,795047.69,4,0.81,7.0,84.52,86.46,8.48,1106,38.57,Medium,615,397751.25,243472.35,154278.9
2024-10-13,P004,West,Supplier_B,789.0,817,0,1.25,896.0,1205,509.38,651.37,629425.96,6,0.89,,89.2,98.14,7.93,763,29.14,Low,763,496995.31,388656.94,108338.37
2024-10-14,P005,North,Supplier_B,1010.0,1042,1,1.25,1180.0,957,633.66,938.94,511973.07,10,0.96,0.0,81.06,69.91,9.74,1050,19.99,Low,807,757724.58,511363.62,246360.96
2024-10-15,P003,South,Supplier_C,893.0,962,0,1.25,699.0,1245,639.82,1030.67,865226.57,16,0.85,4.0,56.75,69.84,9.96,908,36.08,Medium,908,935848.36,580956.56,354891.8
2024-10-16,P004,South,Supplier_A,929.0,1066,0,1.25,1125.0,732,494.05,619.92,410238.84,14,0.68,5.0,72.63,67.45,3.17,910,27.34,Low,732,453781.44,361644.6,92136.84
2024-10-17,P003,North,Supplier_B,880.0,964,0,1.25,1091.0,911,531.58,770.48,772011.47,7,0.96,3.0,81.4,88.96,9.1,934,19.55,Low,911,701907.28,484269.38,217637.9
2024-10-18,P001,North,Supplier_B,676.0,727,1,1.25,1068.0,1081,361.78,502.88,647832.25,4,0.93,0.0,94.14,74.13,1.85,779,16.72,Low,779,391743.52,281826.62,109916.9
2024-10-19,P001,North,Supplier_B,847.0,947,0,1.25,512.0,1143,586.05,868.6,494981.76,8,0.93,0.0,93.07,99.55,7.39,821,25.82,Low,821,713120.6,481147.05,231973.55
2024-10-20,P004,South,Supplier_B,994.0,1159,1,1.25,531.0,904,491.61,658.85,250889.19,10,0.91,2.0,70.83,88.59,2.98,1141,11.43,Low,510,336013.5,250721.1,85292.4
2024-10-21,P004,South,Supplier_B,602.0,627,0,1.25,420.0,868,505.92,645.53,540289.55,8,0.91,0.0,79.64,74.7,3.7,666,12.55,Low,666,429922.98,336942.72,92980.26
2024-10-22,P005,West,Supplier_C,521.0,646,1,1.25,1187.0,1013,655.79,983.93,429868.0,14,0.78,4.0,90.63,65.97,9.52,775,41.69,Medium,655,644474.15,429542.45,214931.7
2024-10-23,P005,East,Supplier_A,816.0,933,1,1.25,447.0,624,511.64,724.86,317825.3,15,0.71,8.0,88.24,83.68,3.37,976,38.82,Medium,621,450138.06,317728.44,132409.62
2024-10-24,P003,North,Supplier_A,1360.0,1381,1,1.25,1153.0,915,357.42,535.77,298853.07,13,0.73,11.0,74.18,71.8,7.06,1353,42.34,Medium,836,447903.72,298803.12,149100.6
2024-10-25,P004,South,Supplier_B,924.0,899,0,1.25,383.0,1170,429.62,573.21,475912.91,6,0.93,0.0,65.45,96.22,2.6,893,4.36,Low,676,387489.96,290423.12,97066.84
2024-10-26,P001,South,Supplier_B,985.0,999,0,1.25,724.0,1324,516.47,715.57,649592.3,8,,6.0,60.48,77.66,1.84,1042,18.09,Low,1042,745623.94,538161.74,207462.2
2024-10-27,P005,North,Supplier_A,1088.0,1028,1,1.25,,1267,498.54,735.18,794387.55,9,0.78,0.0,74.52,71.71,4.05,1083,11.06,Low,382,280838.76,190442.28,90396.48
2024-10-28,P005,East,Supplier_A,932.0,995,0,1.25,,875,651.13,968.39,369316.11,10,0.71,5.0,83.91,83.54,6.62,879,31.03,Low,490,474511.1,319053.7,155457.4
2024-10-29,P001,North,Supplier_A,535.0,557,0,1.25,766.0,988,539.75,755.07,526018.58,11,0.85,3.0,93.79,65.48,3.23,538,20.27,Low,538,406227.66,290385.5,115842.16
2024-10-30,P005,East,Supplier_C,892.0,909,0,1.25,458.0,1321,591.37,805.46,504771.49,9,0.71,8.0,89.47,82.46,3.7,836,31.4,Low,652,525159.92,385573.24,139586.68
2024-10-31,P003,South,Supplier_A,,847,1,1.25,201.0,1043,514.26,699.13,583706.11,12,0.67,4.0,63.17,62.24,7.38,878,37.16,Medium,570,398504.1,293128.2,105375.9
2024-11-01,P004,East,Supplier_A,847.0,941,0,1.25,468.0,1026,503.88,665.06,776231.73,12,0.79,5.0,83.79,84.28,1.93,835,23.61,Low,835,555325.1,420739.8,134585.3
2024-11-02,P001,West,Supplier_A,743.0,889,0,1.25,330.0,656,506.2,698.64,609869.39,8,0.62,10.0,66.56,81.21,5.02,807,39.59,Medium,555,387745.2,280941.0,106804.2
2024-11-03,P004,South,Supplier_B,1211.0,1286,1,1.25,1024.0,1296,493.82,656.67,800325.69,7,0.92,0.0,82.34,80.83,9.48,1223,27.44,Low,1223,803107.41,603941.86,199165.55
2024-11-04,P005,West,Supplier_A,771.0,961,0,1.25,796.0,1165,538.5,809.65,587058.64,14,0.7,0.0,81.63,87.37,4.57,827,24.2,Low,827,669580.55,445339.5,224241.05
2024-11-05,P005,North,Supplier_B,715.0,784,1,1.25,346.0,1320,437.66,646.7,642500.79,5,0.86,6.0,65.9,61.78,4.91,793,22.67,Low,763,493432.1,333934.58,159497.52
2024-11-06,P001,North,Supplier_A,968.0,1056,0,1.25,794.0,967,661.87,928.63,534299.11,10,0.69,3.0,64.38,78.39,7.64,984,29.66,Low,807,749404.41,534129.09,215275.32
2024-11-07,P003,North,Supplier_C,819.0,866,0,1.25,1120.0,941,466.58,644.04,785012.13,7,0.77,6.0,59.16,77.76,8.01,839,37.81,Medium,839,540349.56,391460.62,148888.94
2024-11-08,P002,East,Supplier_A,553.0,635,0,1.25,404.0,903,401.63,540.21,850487.68,15,0.88,8.0,57.02,78.39,7.93,620,34.58,Low,620,334930.2,249010.6,85919.6
2024-11-09,P001,South,Supplier_B,1042.0,1162,0,1.25,881.0,1363,383.79,561.94,665444.08,5,0.83,6.0,89.34,99.2,9.98,1074,40.61,Medium,1074,603523.56,412190.46,191333.1
2024-11-10,P002,North,Supplier_C,929.0,1061,1,1.25,485.0,973,354.7,573.75,783508.59,17,0.73,2.0,56.99,65.57,1.64,1013,18.87,Low,588,337365.0,208563.6,128801.4
2024-11-11,P002,North,Supplier_B,548.0,583,0,1.25,1139.0,711,498.0,759.09,288352.17,10,0.84,0.0,58.55,87.62,9.84,568,17.71,Low,568,431163.12,282864.0,148299.12
2024-11-12,P003,South,Supplier_B,966.0,958,0,1.25,1049.0,605,415.66,643.34,838972.64,6,0.82,1.0,64.55,76.08,9.55,981,29.99,Low,605,389220.7,251474.3,137746.4
2024-11-13,P002,North,Supplier_A,742.0,751,0,1.25,663.0,1302,357.58,566.32,372801.29,9,0.72,6.0,90.51,80.47,8.67,749,42.42,Medium,749,424173.68,267827.42,156346.26
2024-11-14,P002,West,Supplier_A,1015.0,1094,0,1.25,391.0,878,532.01,739.84,416738.28,7,0.69,5.0,68.32,90.5,5.09,1035,36.97,Medium,658,486814.72,350062.58,136752.14
2024-11-15,P003,South,Supplier_B,921.0,1005,0,1.25,298.0,981,587.99,749.78,284664.54,8,0.94,5.0,62.67,66.3,8.84,878,29.78,Low,405,303660.9,238135.95,65524.95
2024-11-16,P002,South,Supplier_C,811.0,885,0,1.25,906.0,612,380.01,569.64,877510.08,12,0.85,5.0,83.62,90.54,2.99,852,15.03,Low,612,348619.68,232566.12,116053.56
2024-11-17,P002,South,Supplier_B,530.0,637,0,1.25,,902,511.32,677.74,803807.05,5,0.95,0.0,67.76,62.81,8.12,511,16.11,Low,511,346325.14,261284.52,85040.62
2024-11-18,P002,West,Supplier_B,851.0,1017,1,1.25,602.0,1155,610.27,901.75,843569.99,7,0.86,5.0,68.33,79.33,2.67,923,17.37,Low,923,832315.25,563279.21,269036.04
2024-11-19,P001,South,Supplier_B,834.0,863,0,1.25,361.0,1216,695.03,1074.38,800690.51,6,0.89,6.0,84.56,89.68,8.34,792,31.87,Low,645,692975.1,448294.35,244680.75
2024-11-20,P001,West,Supplier_B,594.0,683,0,1.25,817.0,759,583.52,912.31,561694.86,6,0.92,0.0,65.07,67.7,6.53,643,16.0,Low,643,586615.33,375203.36,211411.97
2024-11-21,P001,South,Supplier_A,567.0,697,0,1.25,743.0,753,435.69,597.22,850653.26,15,0.81,5.0,90.87,90.84,1.88,639,28.72,Low,639,381623.58,278405.91,103217.67
2024-11-22,P003,East,Supplier_B,876.0,933,1,1.25,280.0,1353,600.79,874.13,880157.33,5,0.81,1.0,77.46,66.67,9.06,932,25.35,Low,750,655597.5,450592.5,205005.0
2024-11-23,P005,North,Supplier_C,754.0,707,0,1.25,761.0,780,559.28,838.02,576668.53,15,0.69,5.0,76.51,91.97,6.2,657,30.83,Low,657,550579.14,367446.96,183132.18
2024-11-24,P002,East,Supplier_A,746.0,820,0,1.25,405.0,1125,424.13,669.19,364156.11,11,0.71,3.0,65.59,78.76,6.91,793,33.75,Low,543,363370.17,230302.59,133067.58
2024-11-25,P002,North,Supplier_B,697.0,890,0,1.25,710.0,779,647.89,1007.18,678104.63,5,,4.0,88.4,87.39,3.55,778,24.23,Low,778,783586.04,504058.42,279527.62
2024-11-26,P003,West,Supplier_A,653.0,714,1,1.25,212.0,976,499.59,821.92,884034.89,9,0.79,2.0,77.91,96.7,8.84,777,31.51,Low,332,272877.44,165863.88,107013.56
2024-11-27,P002,East,Supplier_B,980.0,1114,0,1.25,556.0,1375,686.69,860.58,816895.46,6,0.83,4.0,61.22,76.34,5.91,1059,22.57,Low,908,781406.64,623514.52,157892.12
2024-11-28,P001,South,Supplier_A,1156.0,1142,1,1.25,951.0,767,603.02,859.3,810179.86,11,0.66,8.0,63.25,69.32,4.79,1193,31.06,Low,767,659083.1,462516.34,196566.76
2024-11-29,P005,North,Supplier_B,455.0,511,0,1.25,164.0,813,575.6,778.45,856981.71,5,0.98,10.0,73.73,94.69,5.81,457,24.8,Low,457,355751.65,263049.2,92702.45
2024-11-30,P004,North,Supplier_C,749.0,802,0,1.25,408.0,749,604.92,785.16,831068.97,8,0.89,1.0,86.19,66.46,7.33,802,25.04,Low,749,588084.84,453085.08,134999.76
2024-12-01,P002,East,Supplier_A,686.0,653,1,1.25,872.0,615,517.33,835.28,754583.08,15,0.61,5.0,92.57,85.26,7.26,744,45.69,Medium,615,513697.2,318157.95,195539.25
2024-12-02,P001,West,Supplier_B,551.0,651,0,1.25,763.0,690,526.83,868.84,716877.34,4,0.88,2.0,81.54,96.93,4.22,590,18.56,Low,590,512615.6,310829.7,201785.9
2024-12-03,P004,East,Supplier_C,773.0,777,1,1.25,962.0,719,647.92,856.7,422098.66,13,0.78,1.0,75.25,86.98,4.47,831,20.07,Low,651,557711.7,421795.92,135915.78
2024-12-04,P005,West,Supplier_C,745.0,818,1,1.25,480.0,852,588.32,744.44,653871.01,14,0.75,3.0,65.03,67.83,6.06,819,26.83,Low,619,460808.36,364170.08,96638.28
2024-12-05,P004,West,Supplier_A,996.0,1137,1,1.25,314.0,659,664.04,903.11,588967.6,12,0.69,8.0,81.91,66.09,9.32,1083,41.07,Medium,510,460586.1,338660.4,121925.7
2024-12-06,P001,North,Supplier_B,660.0,691,0,1.25,536.0,865,661.79,1048.24,810263.66,10,0.85,1.0,94.29,70.09,7.71,721,29.79,Low,721,755781.04,477150.59,278630.45
2024-12-07,P004,East,Supplier_A,545.0,659,1,1.25,477.0,1008,691.77,946.03,569613.17,7,0.65,8.0,74.05,75.66,4.51,646,35.1,Medium,646,611135.38,446883.42,164251.96
2024-12-08,P003,East,Supplier_C,473.0,565,0,1.25,469.0,630,595.08,757.39,333032.8,9,0.85,4.0,61.49,66.37,4.03,558,19.24,Low,558,422623.62,332054.64,90568.98
2024-12-09,P004,West,Supplier_C,664.0,729,1,1.25,548.0,620,525.81,668.3,253232.12,18,0.71,6.0,59.13,91.91,5.71,708,31.75,Low,481,321452.3,252914.61,68537.69
2024-12-10,P002,East,Supplier_B,937.0,898,0,1.25,254.0,1330,408.21,580.05,690617.53,8,0.91,4.0,65.77,74.28,8.83,948,27.57,Low,637,369491.85,260029.77,109462.08
2024-12-11,P002,South,Supplier_C,1057.0,1040,1,1.25,845.0,1192,596.88,968.58,607440.45,17,0.86,2.0,77.78,97.44,1.08,1158,4.18,Low,1017,985045.86,607026.96,378018.9
2024-12-12,P003,South,Supplier_B,887.0,903,0,1.25,1166.0,888,452.05,616.76,465125.89,5,0.96,0.0,92.87,93.7,7.39,831,31.2,Low,831,512527.56,375653.55,136874.01
2024-12-13,P001,East,Supplier_B,618.0,725,0,1.25,479.0,1142,449.03,638.01,359831.9,10,0.94,1.0,66.97,96.35,3.65,659,9.25,Low,659,420448.59,295910.77,124537.82
2024-12-14,P002,East,Supplier_A,560.0,568,0,1.25,809.0,1097,433.4,559.42,553364.96,15,0.7,6.0,67.22,71.78,2.88,592,29.38,Low,592,331176.64,256572.8,74603.84
2024-12-15,P005,West,Supplier_C,801.0,846,1,1.25,748.0,1345,656.29,949.93,315186.21,18,0.85,2.0,74.25,82.95,1.11,868,11.99,Low,480,455966.4,315019.2,140947.2
2024-12-16,P002,South,Supplier_A,830.0,825,0,1.25,970.0,1073,653.79,999.4,468470.52,8,0.69,8.0,91.74,72.86,9.07,874,46.11,Medium,716,715570.4,468113.64,247456.76
2024-12-17,P002,South,Supplier_C,722.0,720,0,1.25,790.0,1004,570.84,775.46,496487.74,7,0.84,5.0,71.76,70.28,9.21,712,28.95,Low,712,552127.52,406438.08,145689.44
2024-12-18,P001,North,Supplier_C,1066.0,990,1,1.25,463.0,1147,515.54,705.61,552652.15,7,0.71,6.0,63.93,84.28,1.55,1067,20.13,Low,640,451590.4,329945.6,121644.8
2024-12-19,P004,West,Supplier_B,921.0,1035,0,1.25,611.0,731,585.24,928.65,553303.49,9,0.86,3.0,61.53,92.72,5.7,934,18.86,Low,731,678843.15,427810.44,251032.71
2024-12-20,P002,North,Supplier_A,1032.0,1087,0,1.25,635.0,923,562.53,705.49,417053.67,11,0.88,6.0,73.28,63.74,2.37,985,11.73,Low,741,522768.09,416834.73,105933.36
2024-12-21,P003,South,Supplier_A,964.0,1112,0,1.25,559.0,731,495.51,745.54,802637.14,7,,4.0,87.03,71.03,7.83,983,39.14,Medium,672,501002.88,332982.72,168020.16
2024-12-22,P004,West,Supplier_A,463.0,443,0,1.25,176.0,1120,482.87,679.67,481103.28,13,0.65,5.0,66.65,68.21,6.99,456,37.13,Medium,320,217494.4,154518.4,62976.0
2024-12-23,P005,East,Supplier_B,923.0,1087,0,1.25,420.0,629,483.98,662.74,399231.75,6,0.83,6.0,75.5,91.93,3.67,923,24.85,Low,557,369146.18,269576.86,99569.32
2024-12-24,P001,West,Supplier_A,536.0,685,0,1.25,835.0,1226,556.2,841.55,364276.42,10,0.78,6.0,79.12,97.33,2.05,625,18.37,Low,625,525968.75,347625.0,178343.75
2024-12-25,P005,East,Supplier_C,477.0,566,0,1.25,650.0,900,576.68,913.38,459675.96,11,0.83,2.0,73.02,63.2,8.48,464,20.64,Low,464,423808.32,267579.52,156228.8
2024-12-26,P004,East,Supplier_B,1066.0,1069,0,1.25,534.0,603,508.11,748.63,293909.37,9,0.92,3.0,62.67,75.17,7.07,1085,22.98,Low,578,432708.14,293687.58,139020.56
2024-12-27,P004,West,Supplier_A,627.0,658,1,1.25,,924,689.04,869.87,271389.89,13,0.79,2.0,91.87,96.58,1.06,736,18.69,Low,393,341858.91,270792.72,71066.19
2024-12-28,P004,East,Supplier_B,555.0,606,0,1.25,369.0,1108,379.35,544.2,643342.43,10,0.96,1.0,77.62,73.79,6.65,645,13.15,Low,645,351009.0,244680.75,106328.25
2024-12-29,P005,North,Supplier_B,598.0,573,0,1.25,920.0,836,471.47,676.61,652445.64,7,0.88,4.0,84.17,88.51,8.29,626,28.66,Low,626,423557.86,295140.22,128417.64
2024-12-30,P004,South,Supplier_B,658.0,624,1,1.25,713.0,1134,496.68,728.89,594232.33,8,0.86,6.0,80.44,64.03,6.32,686,24.94,Low,686,500018.54,340722.48,159296.06
2024-12-31,P005,East,Supplier_B,840.0,927,0,1.25,695.0,615,355.92,540.42,745485.38,10,0.96,3.0,94.92,77.78,4.82,851,23.81,Low,615,332358.3,218890.8,113467.5
2025-01-01,P004,North,Supplier_C,373.0,472,0,0.95,245.0,1133,477.74,600.87,275447.85,11,0.88,6.0,73.25,80.13,6.26,295,22.72,Low,295,177256.65,140933.3,36323.35
2025-01-02,P003,East,Supplier_B,618.0,648,1,0.95,1138.0,1183,445.8,646.77,858382.52,7,0.85,0.0,72.0,90.31,6.58,613,17.65,Low,613,396470.01,273275.4,123194.61
2025-01-03,P004,South,Supplier_C,879.0,807,1,0.95,977.0,1045,527.11,782.93,311792.33,14,0.85,0.0,69.41,71.55,6.76,839,17.38,Low,591,462711.63,311522.01,151189.62
2025-01-04,P005,North,Supplier_C,604.0,623,1,0.95,380.0,1102,467.74,648.92,688114.95,9,0.66,0.0,69.47,70.57,9.7,603,31.05,Low,603,391298.76,282047.22,109251.54
2025-01-05,P002,South,Supplier_A,759.0,800,1,0.95,1117.0,829,604.16,916.72,336707.78,15,0.73,8.0,66.03,72.12,2.61,758,25.1,Low,557,510613.04,336517.12,174095.92
2025-01-06,P004,South,Supplier_C,761.0,880,1,0.95,424.0,706,528.48,708.83,821938.53,18,0.79,6.0,94.23,82.23,6.61,781,40.85,Medium,634,449398.22,335056.32,114341.9
2025-01-07,P002,North,Supplier_A,701.0,713,0,0.95,395.0,1319,395.42,544.47,581963.64,8,0.76,2.0,89.83,95.04,2.69,701,25.6,Low,701,381673.47,277189.42,104484.05
2025-01-08,P003,North,Supplier_C,555.0,573,1,0.95,260.0,988,612.52,1001.53,303490.8,15,0.69,4.0,67.67,93.24,2.89,587,21.55,Low,495,495757.35,303197.4,192559.95
2025-01-09,P001,North,Supplier_B,467.0,536,0,0.95,383.0,1319,384.73,534.48,650870.67,9,0.97,2.0,67.21,62.32,7.02,454,16.79,Low,454,242653.92,174667.42,67986.5
2025-01-10,P003,West,Supplier_C,558.0,654,1,0.95,566.0,862,643.67,893.8,255921.46,17,0.66,4.0,59.14,95.16,9.24,611,41.11,Medium,397,354838.6,255536.99,99301.61
2025-01-11,P004,North,Supplier_C,600.0,578,0,0.95,827.0,1162,676.0,1006.07,754414.42,16,0.7,3.0,90.08,63.8,2.43,532,31.13,Low,532,535229.24,359632.0,175597.24
2025-01-12,P002,North,Supplier_C,480.0,497,0,0.95,952.0,664,462.86,758.35,672880.24,8,0.66,4.0,69.87,76.61,9.66,354,39.56,Medium,354,268455.9,163852.44,104603.46
2025-01-13,P002,North,Supplier_C,350.0,444,0,0.95,768.0,864,674.15,1107.78,388206.09,13,0.86,0.0,77.9,90.62,3.87,394,8.03,Low,394,436465.32,265615.1,170850.22
2025-01-14,P005,North,Supplier_A,950.0,982,1,0.95,856.0,937,627.55,929.94,493588.1,7,0.64,7.0,91.02,63.26,4.52,918,40.78,Medium,786,730932.84,493254.3,237678.54
2025-01-15,P002,East,Supplier_A,726.0,776,0,0.95,1000.0,900,672.85,841.36,255074.35,11,0.73,10.0,71.32,61.62,2.38,699,26.03,Low,379,318875.44,255010.15,63865.29
2025-01-16,P005,West,Supplier_B,671.0,743,1,0.95,624.0,977,583.19,939.09,700894.48,5,0.87,0.0,87.27,73.2,6.54,748,20.86,Low,748,702439.32,436226.12,266213.2
2025-01-17,P001,South,Supplier_A,848.0,863,1,0.95,804.0,774,432.48,639.25,459734.29,8,0.68,6.0,72.21,89.2,6.37,783,31.96,Low,774,494779.5,334739.52,160039.98
2025-01-18,P004,North,Supplier_B,797.0,764,0,0.95,544.0,751,663.08,925.92,621532.79,9,0.84,4.0,83.04,80.87,4.98,695,26.78,Low,695,643514.4,460840.6,182673.8
2025-01-19,P005,East,Supplier_A,1020.0,979,1,0.95,260.0,1075,414.49,655.59,871872.96,14,0.78,6.0,72.25,76.68,5.28,995,29.52,Low,406,266169.54,168282.94,97886.6
2025-01-20,P001,East,Supplier_C,584.0,813,1,0.95,239.0,865,424.57,598.62,444653.36,13,0.75,3.0,70.71,92.52,6.61,687,25.11,Low,579,346600.98,245826.03,100774.95
2025-01-21,P002,East,Supplier_B,436.0,551,0,0.95,912.0,928,444.87,562.15,893654.62,10,0.94,3.0,94.63,90.67,6.25,420,29.88,Low,420,236103.0,186845.4,49257.6
2025-01-22,P002,South,Supplier_C,489.0,556,0,0.95,281.0,762,456.49,720.54,661273.45,8,0.68,7.0,79.49,91.44,4.37,436,29.03,Low,388,279569.52,177118.12,102451.4
2025-01-23,P001,North,Supplier_A,856.0,915,0,0.95,1186.0,1037,530.07,778.32,407357.63,14,0.66,5.0,69.7,78.39,8.96,754,37.05,Medium,754,586853.28,399672.78,187180.5
2025-01-24,P002,West,Supplier_C,609.0,607,0,0.95,606.0,942,599.71,830.75,533905.62,9,0.69,2.0,65.31,60.78,7.01,572,31.91,Low,572,475189.0,343034.12,132154.88
2025-01-25,P001,West,Supplier_C,837.0,814,0,0.95,247.0,966,674.17,910.37,731294.53,14,0.72,,56.59,66.89,2.85,747,19.21,Low,413,375982.81,278432.21,97550.6
2025-01-26,P005,East,Supplier_B,693.0,675,1,0.95,442.0,1064,380.95,566.67,540210.64,6,0.88,4.0,83.26,89.65,3.88,701,14.73,Low,689,390435.63,262474.55,127961.08
2025-01-27,P005,South,Supplier_B,667.0,738,0,0.95,,1349,684.03,911.96,294529.92,5,0.82,8.0,69.89,90.13,8.09,557,33.8,Low,430,392142.8,294132.9,98009.9
2025-01-28,P001,South,Supplier_C,1026.0,997,1,0.95,,798,672.46,927.69,359592.38,16,0.69,6.0,87.85,98.89,1.94,982,35.12,Medium,534,495386.46,359093.64,136292.82
2025-01-29,P005,South,Supplier_A,552.0,617,0,0.95,399.0,1099,368.9,555.05,764343.53,11,0.85,7.0,69.55,67.61,7.75,505,28.15,Low,505,280300.25,186294.5,94005.75
2025-01-30,P005,West,Supplier_B,,466,0,0.95,801.0,615,476.11,763.02,671442.5,10,0.9,2.0,69.93,64.92,4.23,439,19.61,Low,439,334965.78,209012.29,125953.49
2025-01-31,P005,East,Supplier_B,510.0,565,1,0.95,298.0,895,634.6,928.52,620386.56,5,0.84,0.0,86.17,65.55,5.97,495,24.82,Low,495,459617.4,314127.0,145490.4
2025-02-01,P003,North,Supplier_A,854.0,839,1,0.95,193.0,1110,564.05,876.33,358954.28,15,0.61,6.0,74.58,67.39,3.53,802,33.69,Low,347,304086.51,195725.35,108361.16
2025-02-02,P004,West,Supplier_B,490.0,481,0,0.95,311.0,1387,622.68,968.41,794542.34,8,0.91,6.0,90.4,81.14,9.88,488,41.29,Medium,488,472584.08,303867.84,168716.24
2025-02-03,P002,East,Supplier_A,497.0,581,0,0.95,402.0,838,601.66,911.96,874481.07,14,0.78,2.0,78.61,99.01,9.15,436,30.13,Low,436,397614.56,262323.76,135290.8
2025-02-04,P003,East,Supplier_A,509.0,581,0,0.95,281.0,1180,523.87,706.35,276576.61,14,0.75,4.0,64.63,83.58,9.36,406,31.88,Low,406,286778.1,212691.22,74086.88
2025-02-05,P005,North,Supplier_A,,674,0,0.95,623.0,900,364.43,581.89,300720.72,7,0.69,9.0,77.73,80.91,2.66,548,29.5,Low,548,318875.72,199707.64,119168.08
2025-02-06,P001,North,Supplier_C,746.0,755,0,0.95,855.0,605,554.49,789.88,825070.93,7,0.79,7.0,55.16,86.93,8.58,634,35.01,Medium,605,477877.4,335466.45,142410.95
2025-02-07,P005,North,Supplier_B,453.0,475,0,0.95,424.0,819,367.0,465.24,780108.97,4,0.83,4.0,67.5,62.96,5.82,426,26.35,Low,426,198192.24,156342.0,41850.24
2025-02-08,P004,South,Supplier_C,437.0,469,0,0.95,336.0,1365,561.3,756.55,651657.4,17,0.79,5.0,63.32,92.61,7.37,414,22.64,Low,414,313211.7,232378.2,80833.5
2025-02-09,P005,North,Supplier_B,898.0,869,1,0.95,1098.0,1052,630.14,980.64,864227.39,9,0.97,4.0,81.17,85.88,2.96,842,8.71,Low,842,825698.88,530577.88,295121.0
2025-02-10,P001,East,Supplier_A,612.0,704,0,0.95,392.0,1032,554.75,708.78,670179.88,15,0.71,6.0,60.44,66.85,7.41,557,34.63,Low,557,394790.46,308995.75,85794.71
2025-02-11,P004,North,Supplier_B,557.0,564,0,0.95,413.0,985,698.96,914.9,390390.43,10,0.96,5.0,66.6,85.23,9.23,510,27.31,Low,510,466599.0,356469.6,110129.4
2025-02-12,P005,East,Supplier_B,721.0,729,0,0.95,671.0,1218,509.55,778.43,723617.51,10,0.87,4.0,68.25,83.85,3.41,659,14.42,Low,659,512985.37,335793.45,177191.92
2025-02-13,P004,West,Supplier_A,836.0,847,1,0.95,1112.0,894,612.09,983.65,669711.72,8,0.66,6.0,55.13,62.59,3.1,798,28.37,Low,798,784952.7,488447.82,296504.88
2025-02-14,P002,South,Supplier_B,890.0,877,1,0.95,932.0,717,583.52,877.32,890734.06,9,0.93,3.0,56.87,70.68,1.94,842,12.47,Low,717,629038.44,418383.84,210654.6
2025-02-15,P002,West,Supplier_A,772.0,845,0,0.95,684.0,1004,697.0,933.22,389032.23,11,0.74,4.0,67.45,75.64,3.4,782,21.62,Low,558,520736.76,388926.0,131810.76
2025-02-16,P005,West,Supplier_B,703.0,763,1,0.95,,1279,599.63,762.35,638625.21,9,0.86,0.0,63.89,69.8,5.82,722,21.53,Low,576,439113.6,345386.88,93726.72
2025-02-17,P004,East,Supplier_B,562.0,689,0,0.95,195.0,1362,407.41,609.51,757108.89,9,0.85,0.0,59.68,69.73,8.49,590,27.83,Low,376,229175.76,153186.16,75989.6
2025-02-18,P001,West,Supplier_A,625.0,710,0,0.95,175.0,1193,684.43,868.51,470339.01,7,0.67,5.0,61.17,82.92,3.51,588,26.84,Low,537,466389.87,367538.91,98850.96
